elements
1,1,1,2,13,12,56,57,68,67
2,1,2,3,14,13,57,58,69,68
3,1,3,4,15,14,58,59,70,69
4,1,4,5,16,15,59,60,71,70
5,1,5,6,17,16,60,61,72,71
6,1,6,7,18,17,61,62,73,72
7,1,7,8,19,18,62,63,74,73
8,1,8,9,20,19,63,64,75,74
9,1,9,10,21,20,64,65,76,75
10,1,10,11,22,21,65,66,77,76
11,1,12,13,24,23,67,68,79,78
12,1,13,14,25,24,68,69,80,79
13,1,14,15,26,25,69,70,81,80
14,1,15,16,27,26,70,71,82,81
15,1,16,17,28,27,71,72,83,82
16,1,17,18,29,28,72,73,84,83
17,1,18,19,30,29,73,74,85,84
18,1,19,20,31,30,74,75,86,85
19,1,20,21,32,31,75,76,87,86
20,1,21,22,33,32,76,77,88,87
21,1,23,24,35,34,78,79,90,89
22,1,24,25,36,35,79,80,91,90
23,1,25,26,37,36,80,81,92,91
24,1,26,27,38,37,81,82,93,92
25,1,27,28,39,38,82,83,94,93
26,1,28,29,40,39,83,84,95,94
27,1,29,30,41,40,84,85,96,95
28,1,30,31,42,41,85,86,97,96
29,1,31,32,43,42,86,87,98,97
30,1,32,33,44,43,87,88,99,98
31,1,34,35,46,45,89,90,101,100
32,1,35,36,47,46,90,91,102,101
33,1,36,37,48,47,91,92,103,102
34,1,37,38,49,48,92,93,104,103
35,1,38,39,50,49,93,94,105,104
36,1,39,40,51,50,94,95,106,105
37,1,40,41,52,51,95,96,107,106
38,1,41,42,53,52,96,97,108,107
39,1,42,43,54,53,97,98,109,108
40,1,43,44,55,54,98,99,110,109
41,1,56,57,68,67,111,112,123,122
42,1,57,58,69,68,112,113,124,123
43,1,58,59,70,69,113,114,125,124
44,1,59,60,71,70,114,115,126,125
45,1,60,61,72,71,115,116,127,126
46,1,61,62,73,72,116,117,128,127
47,1,62,63,74,73,117,118,129,128
48,1,63,64,75,74,118,119,130,129
49,1,64,65,76,75,119,120,131,130
50,1,65,66,77,76,120,121,132,131
51,1,67,68,79,78,122,123,134,133
52,1,68,69,80,79,123,124,135,134
53,1,69,70,81,80,124,125,136,135
54,1,70,71,82,81,125,126,137,136
55,1,71,72,83,82,126,127,138,137
56,1,72,73,84,83,127,128,139,138
57,1,73,74,85,84,128,129,140,139
58,1,74,75,86,85,129,130,141,140
59,1,75,76,87,86,130,131,142,141
60,1,76,77,88,87,131,132,143,142
61,1,78,79,90,89,133,134,145,144
62,1,79,80,91,90,134,135,146,145
63,1,80,81,92,91,135,136,147,146
64,1,81,82,93,92,136,137,148,147
65,1,82,83,94,93,137,138,149,148
66,1,83,84,95,94,138,139,150,149
67,1,84,85,96,95,139,140,151,150
68,1,85,86,97,96,140,141,152,151
69,1,86,87,98,97,141,142,153,152
70,1,87,88,99,98,142,143,154,153
71,1,89,90,101,100,144,145,156,155
72,1,90,91,102,101,145,146,157,156
73,1,91,92,103,102,146,147,158,157
74,1,92,93,104,103,147,148,159,158
75,1,93,94,105,104,148,149,160,159
76,1,94,95,106,105,149,150,161,160
77,1,95,96,107,106,150,151,162,161
78,1,96,97,108,107,151,152,163,162
79,1,97,98,109,108,152,153,164,163
80,1,98,99,110,109,153,154,165,164
